date,pm25
2014-05-16,165
2014-05-17,178
2014-05-18,167
2014-05-19,155
2014-05-20,163
2014-05-21,171
2014-05-22,190
2014-05-23,178
2014-05-24,124
2014-05-25,128
2014-05-26,113
2014-05-27,179
2014-05-28,197
2014-05-29,197
2014-05-30,353
2014-05-31,174
2014-06-01,137
2014-06-02,186
2014-06-03,205
2014-06-04,194
2014-06-05,191
2014-06-06,184
2014-06-07,0
2014-06-08,0
2014-06-09,234
2014-06-10,189
2014-06-11,181
2014-06-12,173
2014-06-13,154
2014-06-14,165
2014-06-15,0
2014-06-16,167
2014-06-17,196
2014-06-18,173
2014-06-19,0
2014-06-20,0
2014-06-21,0
2014-06-22,0
2014-06-23,164
2014-06-24,165
2014-06-25,0
2014-06-26,0
2014-06-27,0
2014-06-28,0
2014-06-29,0
2014-06-30,356
2014-07-01,189
2014-07-02,152
2014-07-03,158
2014-07-04,168
2014-07-05,189
2014-07-06,173
2014-07-07,180
2014-07-08,195
2014-07-09,234
2014-07-10,371
2014-07-11,175
2014-07-12,172
2014-07-13,167
2014-07-14,157
2014-07-15,158
2014-07-16,121
2014-07-17,103
2014-07-18,80
2014-07-19,112
2014-07-20,207
2014-07-21,129
2014-07-22,144
2014-07-23,114
2014-07-24,122
2014-07-25,185
2014-07-26,0
2014-07-27,0
2014-07-28,135
2014-07-29,159
2014-07-30,146
2014-07-31,122
2014-08-01,112
2014-08-02,0
2014-08-03,0
2014-08-04,130
2014-08-05,194
2014-08-06,167
2014-08-07,0
2014-08-08,120
2014-08-09,115
2014-08-10,120
2014-08-11,153
2014-08-12,142
2014-08-13,126
2014-08-14,123
2014-08-15,82
2014-08-16,70
2014-08-17,0
2014-08-18,0
2014-08-19,824
2014-08-20,169
2014-08-21,131
2014-08-22,166
2014-08-23,0
2014-08-24,0
2014-08-25,134
2014-08-26,242
2014-08-27,139
2014-08-28,153
2014-08-29,157
2014-08-30,0
2014-08-31,0
2014-09-01,71
2014-09-02,83
2014-09-03,83
2014-09-04,144
2014-09-05,77
2014-09-06,129
2014-09-07,177
2014-09-08,111
2014-09-09,139
2014-09-10,129
2014-09-11,181
2014-09-12,200
2014-09-13,0
2014-09-14,154
2014-09-15,223
2014-09-16,171
2014-09-17,144
2014-09-18,202
2014-09-19,223
2014-09-20,146
2014-09-21,0
2014-09-22,155
2014-09-23,256
2014-09-24,214
2014-09-25,158
2014-09-26,132
2014-09-27,0
2014-09-28,0
2014-09-29,124
2014-09-30,354
2014-10-01,126
2014-10-02,155
2014-10-03,0
2014-10-04,0
2014-10-05,0
2014-10-06,206
2014-10-07,187
2014-10-08,194
2014-10-09,276
2014-10-10,447
2014-10-11,321
2014-10-12,0
2014-10-13,161
2014-10-14,93
2014-10-15,161
2014-10-16,176
2014-10-17,211
2014-10-18,232
2014-10-19,278
2014-10-20,254
2014-10-21,262
2014-10-22,334
2014-10-23,383
2014-10-24,438
2014-10-25,0
2014-10-26,0
2014-10-27,314
2014-10-28,282
2014-10-29,323
2014-10-30,324
2014-10-31,306
2014-11-01,419
2014-11-02,331
2014-11-03,270
2014-11-04,285
2014-11-05,294
2014-11-06,282
2014-11-07,308
2014-11-08,282
2014-11-09,345
2014-11-10,284
2014-11-11,294
2014-11-12,367
2014-11-13,336
2014-11-14,261
2014-11-15,244
2014-11-16,233
2014-11-17,289
2014-11-18,314
2014-11-19,367
2014-11-20,283
2014-11-21,318
2014-11-22,290
2014-11-23,287
2014-11-24,242
2014-11-25,225
2014-11-26,241
2014-11-27,310
2014-11-28,318
2014-11-29,351
2014-11-30,273
2014-12-01,179
2014-12-02,189
2014-12-03,223
2014-12-04,220
2014-12-05,236
2014-12-06,224
2014-12-07,198
2014-12-08,209
2014-12-09,320
2014-12-10,277
2014-12-11,241
2014-12-12,324
2014-12-13,293
2014-12-14,143
2014-12-15,151
2014-12-16,195
2014-12-17,206
2014-12-18,240
2014-12-19,413
2014-12-20,245
2014-12-21,332
2014-12-22,376
2014-12-23,375
2014-12-24,432
2014-12-25,272
2014-12-26,261
2014-12-27,321
2014-12-28,490
2014-12-29,0
2014-12-30,0
2014-12-31,0
2015-01-01,432
2015-01-02,227
2015-01-03,177
2015-01-04,194
2015-01-05,184
2015-01-06,224
2015-01-07,297
2015-01-08,254
2015-01-09,328
2015-01-10,267
2015-01-11,339
2015-01-12,325
2015-01-13,308
2015-01-14,263
2015-01-15,266
2015-01-16,247
2015-01-17,310
2015-01-18,316
2015-01-19,268
2015-01-20,246
2015-01-21,247
2015-01-22,212
2015-01-23,176
2015-01-24,174
2015-01-25,195
2015-01-26,190
2015-01-27,194
2015-01-28,195
2015-01-29,232
2015-01-30,207
2015-01-31,228
2015-02-01,280
2015-02-02,223
2015-02-03,196
2015-02-04,176
2015-02-05,194
2015-02-06,224
2015-02-07,290
2015-02-08,224
2015-02-09,193
2015-02-10,0
2015-02-11,220
2015-02-12,239
2015-02-13,269
2015-02-14,305
2015-02-15,567
2015-02-16,217
2015-02-17,232
2015-02-18,274
2015-02-19,238
2015-02-20,204
2015-02-21,183
2015-02-22,134
2015-02-23,253
2015-02-24,259
2015-02-25,198
2015-02-26,181
2015-02-27,163
2015-02-28,187
2015-03-01,0
2015-03-02,108
2015-03-03,155
2015-03-04,175
2015-03-05,221
2015-03-06,215
2015-03-07,129
2015-03-08,116
2015-03-09,142
2015-03-10,157
2015-03-11,172
2015-03-12,174
2015-03-13,203
2015-03-14,131
2015-03-15,63
2015-03-16,92
2015-03-17,140
2015-03-18,133
2015-03-19,155
2015-03-20,167
2015-03-21,173
2015-03-22,168
2015-03-23,180
2015-03-24,171
2015-03-25,214
2015-03-26,207
2015-03-27,143
2015-03-28,202
2015-03-29,0
2015-03-30,96
2015-03-31,127
2015-04-01,174
2015-04-02,143
2015-04-03,111
2015-04-04,117
2015-04-05,149
2015-04-06,174
2015-04-07,125
2015-04-08,161
2015-04-09,139
2015-04-10,178
2015-04-11,180
2015-04-12,109
2015-04-13,133
2015-04-14,141
2015-04-15,142
2015-04-16,137
2015-04-17,139
2015-04-18,259
2015-04-19,222
2015-04-20,193
2015-04-21,179
2015-04-22,174
2015-04-23,205
2015-04-24,198
2015-04-25,175
2015-04-26,131
2015-04-27,148
2015-04-28,148
2015-04-29,140
2015-04-30,147
2015-05-01,138
2015-05-02,144
2015-05-03,206
2015-05-04,184
2015-05-05,201
2015-05-06,213
2015-05-07,178
2015-05-08,179
2015-05-09,176
2015-05-10,178
2015-05-11,196
2015-05-12,194
2015-05-13,160
2015-05-14,165
2015-05-15,181
2015-05-16,168
2015-05-17,169
2015-05-18,157
2015-05-19,162
2015-05-20,156
2015-05-21,163
2015-05-22,143
2015-05-23,149
2015-05-24,160
2015-05-25,178
2015-05-26,182
2015-05-27,160
2015-05-28,277
2015-05-29,172
2015-05-30,178
2015-05-31,186
2015-06-01,131
2015-06-02,89
2015-06-03,173
2015-06-04,165
2015-06-05,224
2015-06-06,174
2015-06-07,199
2015-06-08,132
2015-06-09,0
2015-06-10,149
2015-06-11,204
2015-06-12,171
2015-06-13,147
2015-06-14,147
2015-06-15,170
2015-06-16,169
2015-06-17,189
2015-06-18,170
2015-06-19,182
2015-06-20,155
2015-06-21,82
2015-06-22,111
2015-06-23,153
2015-06-24,232
2015-06-25,132
2015-06-26,143
2015-06-27,154
2015-06-28,159
2015-06-29,117
2015-06-30,150
2015-07-01,132
2015-07-02,135
2015-07-03,151
2015-07-04,175
2015-07-05,0
2015-07-06,88
2015-07-07,137
2015-07-08,151
2015-07-09,138
2015-07-10,89
2015-07-11,90
2015-07-12,78
2015-07-13,107
2015-07-14,123
2015-07-15,148
2015-07-16,168
2015-07-17,156
2015-07-18,152
2015-07-19,167
2015-07-20,129
2015-07-21,117
2015-07-22,112
2015-07-23,107
2015-07-24,133
2015-07-25,122
2015-07-26,87
2015-07-27,70
2015-07-28,62
2015-07-29,75
2015-07-30,65
2015-07-31,104
2015-08-01,109
2015-08-02,120
2015-08-03,123
2015-08-04,117
2015-08-05,144
2015-08-06,143
2015-08-07,139
2015-08-08,158
2015-08-09,135
2015-08-10,172
2015-08-11,153
2015-08-12,140
2015-08-13,153
2015-08-14,146
2015-08-15,118
2015-08-16,123
2015-08-17,152
2015-08-18,125
2015-08-19,80
2015-08-20,77
2015-08-21,117
2015-08-22,133
2015-08-23,126
2015-08-24,117
2015-08-25,152
2015-08-26,134
2015-08-27,141
2015-08-28,164
2015-08-29,0
2015-08-30,0
2015-08-31,139
2015-09-01,158
2015-09-02,180
2015-09-03,176
2015-09-04,156
2015-09-05,156
2015-09-06,0
2015-09-07,109
2015-09-08,143
2015-09-09,134
2015-09-10,109
2015-09-11,133
2015-09-12,0
2015-09-13,0
2015-09-14,182
2015-09-15,167
2015-09-16,167
2015-09-17,184
2015-09-18,109
2015-09-19,158
2015-09-20,76
2015-09-21,114
2015-09-22,91
2015-09-23,89
2015-09-24,141
2015-09-25,141
2015-09-26,158
2015-09-27,0
2015-09-28,151
2015-09-29,132
2015-09-30,118
2015-10-01,149
2015-10-02,172
2015-10-03,215
2015-10-04,226
2015-10-05,197
2015-10-06,191
2015-10-07,200
2015-10-08,178
2015-10-09,176
2015-10-10,205
2015-10-11,167
2015-10-12,140
2015-10-13,182
2015-10-14,163
2015-10-15,174
2015-10-16,183
2015-10-17,0
2015-10-18,0
2015-10-19,174
2015-10-20,197
2015-10-21,257
2015-10-22,0
2015-10-23,210
2015-10-24,235
2015-10-25,205
2015-10-26,182
2015-10-27,182
2015-10-28,168
2015-10-29,158
2015-10-30,179
2015-10-31,334
2015-11-01,336
2015-11-02,252
2015-11-03,294
2015-11-04,314
2015-11-05,204
2015-11-06,231
2015-11-07,366
2015-11-08,278
2015-11-09,276
2015-11-10,350
2015-11-11,368
2015-11-12,348
2015-11-13,366
2015-11-14,292
2015-11-15,281
2015-11-16,261
2015-11-17,0
2015-11-18,318
2015-11-19,328
2015-11-20,324
2015-11-21,302
2015-11-22,330
2015-11-23,337
2015-11-24,356
2015-11-25,230
2015-11-26,267
2015-11-27,248
2015-11-28,267
2015-11-29,336
2015-11-30,356
2015-12-01,252
2015-12-02,260
2015-12-03,265
2015-12-04,290
2015-12-05,256
2015-12-06,345
2015-12-07,310
2015-12-08,300
2015-12-09,297
2015-12-10,290
2015-12-11,293
2015-12-12,272
2015-12-13,282
2015-12-14,0
2015-12-15,230
2015-12-16,268
2015-12-17,380
2015-12-18,340
2015-12-19,343
2015-12-20,364
2015-12-21,300
2015-12-22,439
2015-12-23,465
2015-12-24,270
2015-12-25,230
2015-12-26,283
2015-12-27,311
2015-12-28,230
2015-12-29,242
2015-12-30,326
2015-12-31,0
2016-01-01,0
2016-01-02,0
2016-01-03,337
2016-01-04,434
2016-01-05,376
2016-01-06,392
2016-01-07,436
2016-01-08,369
2016-01-09,259
2016-01-10,247
2016-01-11,305
2016-01-12,233
2016-01-13,304
2016-01-14,266
2016-01-15,218
2016-01-16,196
2016-01-17,230
2016-01-18,315
2016-01-19,301
2016-01-20,284
2016-01-21,263
2016-01-22,345
2016-01-23,323
2016-01-24,344
2016-01-25,257
2016-01-26,347
2016-01-27,293
2016-01-28,282
2016-01-29,310
2016-01-30,311
2016-01-31,276
2016-02-01,195
2016-02-02,215
2016-02-03,211
2016-02-04,204
2016-02-05,252
2016-02-06,221
2016-02-07,232
2016-02-08,187
2016-02-09,246
2016-02-10,276
2016-02-11,202
2016-02-12,197
2016-02-13,193
2016-02-14,176
2016-02-15,184
2016-02-16,182
2016-02-17,190
2016-02-18,206
2016-02-19,227
2016-02-20,189
2016-02-21,141
2016-02-22,162
2016-02-23,153
2016-02-24,204
2016-02-25,174
2016-02-26,185
2016-02-27,168
2016-02-28,209
2016-02-29,221
2016-03-01,261
2016-03-02,244
2016-03-03,187
2016-03-04,183
2016-03-05,127
2016-03-06,122
2016-03-07,164
2016-03-08,157
2016-03-09,194
2016-03-10,214
2016-03-11,189
2016-03-12,120
2016-03-13,92
2016-03-14,136
2016-03-15,172
2016-03-16,145
2016-03-17,151
2016-03-18,155
2016-03-19,190
2016-03-20,182
2016-03-21,123
2016-03-22,98
2016-03-23,146
2016-03-24,245
2016-03-25,209
2016-03-26,147
2016-03-27,131
2016-03-28,154
2016-03-29,162
2016-03-30,192
2016-03-31,200
2016-04-01,174
2016-04-02,162
2016-04-03,190
2016-04-04,168
2016-04-05,164
2016-04-06,161
2016-04-07,196
2016-04-08,145
2016-04-09,206
2016-04-10,154
2016-04-11,169
2016-04-12,156
2016-04-13,174
2016-04-14,192
2016-04-15,207
2016-04-16,213
2016-04-17,186
2016-04-18,174
2016-04-19,225
2016-04-20,192
2016-04-21,182
2016-04-22,214
2016-04-23,173
2016-04-24,237
2016-04-25,193
2016-04-26,239
2016-04-27,267
2016-04-28,302
2016-04-29,253
2016-04-30,321
2016-05-01,283
2016-05-02,237
2016-05-03,253
2016-05-04,210
2016-05-05,148
2016-05-06,130
2016-05-07,163
2016-05-08,180
2016-05-09,166
2016-05-10,160
2016-05-11,145
2016-05-12,163
2016-05-13,169
2016-05-14,174
2016-05-15,209
2016-05-16,191
2016-05-17,185
2016-05-18,227
2016-05-19,197
2016-05-20,169
2016-05-21,184
2016-05-22,162
2016-05-23,174
2016-05-24,131
2016-05-25,193
2016-05-26,215
2016-05-27,330
2016-05-28,214
2016-05-29,132
2016-05-30,138
2016-05-31,159
2016-06-01,154
2016-06-02,168
2016-06-03,190
2016-06-04,196
2016-06-05,172
2016-06-06,172
2016-06-07,154
2016-06-08,158
2016-06-09,169
2016-06-10,183
2016-06-11,144
2016-06-12,154
2016-06-13,204
2016-06-14,140
2016-06-15,200
2016-06-16,145
2016-06-17,140
2016-06-18,162
2016-06-19,0
2016-06-20,0
2016-06-21,76
2016-06-22,117
2016-06-23,119
2016-06-24,156
2016-06-25,158
2016-06-26,0
2016-06-27,143
2016-06-28,124
2016-06-29,99
2016-06-30,107
2016-07-01,107
2016-07-02,85
2016-07-03,122
2016-07-04,115
2016-07-05,136
2016-07-06,145
2016-07-07,105
2016-07-08,128
2016-07-09,135
2016-07-10,102
2016-07-11,111
2016-07-12,92
2016-07-13,112
2016-07-14,119
2016-07-15,105
2016-07-16,98
2016-07-17,92
2016-07-18,116
2016-07-19,107
2016-07-20,125
2016-07-21,118
2016-07-22,131
2016-07-23,111
2016-07-24,131
2016-07-25,174
2016-07-26,130
2016-07-27,111
2016-07-28,107
2016-07-29,134
2016-07-30,0
2016-07-31,0
2016-08-01,71
2016-08-02,93
2016-08-03,0
2016-08-04,0
2016-08-05,0
2016-08-06,0
2016-08-07,0
2016-08-08,106
2016-08-09,94
2016-08-10,95
2016-08-11,70
2016-08-12,120
2016-08-13,114
2016-08-14,105
2016-08-15,135
2016-08-16,139
2016-08-17,149
2016-08-18,128
2016-08-19,141
2016-08-20,142
2016-08-21,85
2016-08-22,93
2016-08-23,110
2016-08-24,113
2016-08-25,106
2016-08-26,132
2016-08-27,130
2016-08-28,122
2016-08-29,112
2016-08-30,104
2016-08-31,104
2016-09-01,76
2016-09-02,119
2016-09-03,124
2016-09-04,126
2016-09-05,123
2016-09-06,130
2016-09-07,141
2016-09-08,142
2016-09-09,139
2016-09-10,120
2016-09-11,111
2016-09-12,134
2016-09-13,145
2016-09-14,128
2016-09-15,158
2016-09-16,151
2016-09-17,165
2016-09-18,166
2016-09-19,157
2016-09-20,173
2016-09-21,163
2016-09-22,105
2016-09-23,114
2016-09-24,154
2016-09-25,139
2016-09-26,159
2016-09-27,140
2016-09-28,170
2016-09-29,176
2016-09-30,152
2016-10-01,186
2016-10-02,164
2016-10-03,167
2016-10-04,189
2016-10-05,149
2016-10-06,176
2016-10-07,180
2016-10-08,183
2016-10-09,201
2016-10-10,181
2016-10-11,192
2016-10-12,182
2016-10-13,166
2016-10-14,161
2016-10-15,202
2016-10-16,194
2016-10-17,205
2016-10-18,212
2016-10-19,202
2016-10-20,188
2016-10-21,185
2016-10-22,192
2016-10-23,210
2016-10-24,208
2016-10-25,188
2016-10-26,233
2016-10-27,323
2016-10-28,317
2016-10-29,326
2016-10-30,311
2016-10-31,447
2016-11-01,386
2016-11-02,495
2016-11-03,477
2016-11-04,331
2016-11-05,557
2016-11-06,618
2016-11-07,432
2016-11-08,347
2016-11-09,317
2016-11-10,314
2016-11-11,333
2016-11-12,310
2016-11-13,250
2016-11-14,267
2016-11-15,268
2016-11-16,281
2016-11-17,264
2016-11-18,273
2016-11-19,297
2016-11-20,283
2016-11-21,276
2016-11-22,205
2016-11-23,238
2016-11-24,256
2016-11-25,217
2016-11-26,187
2016-11-27,199
2016-11-28,215
2016-11-29,229
2016-11-30,236
2016-12-01,270
2016-12-02,282
2016-12-03,239
2016-12-04,263
2016-12-05,241
2016-12-06,319
2016-12-07,310
2016-12-08,270
2016-12-09,320
2016-12-10,235
2016-12-11,238
2016-12-12,255
2016-12-13,286
2016-12-14,211
2016-12-15,242
2016-12-16,257
2016-12-17,294
2016-12-18,312
2016-12-19,291
2016-12-20,218
2016-12-21,192
2016-12-22,235
2016-12-23,455
2016-12-24,0
2016-12-25,0
2016-12-26,0
2016-12-27,0
2016-12-28,0
2016-12-29,0
2016-12-30,0
2016-12-31,0
2017-01-01,0
2017-01-02,0
2017-01-03,271
2017-01-04,283
2017-01-05,324
2017-01-06,268
2017-01-07,235
2017-01-08,270
2017-01-09,244
2017-01-10,201
2017-01-11,247
2017-01-12,328
2017-01-13,259
2017-01-14,447
2017-01-15,298
2017-01-16,252
2017-01-17,223
2017-01-18,267
2017-01-19,224
2017-01-20,216
2017-01-21,286
2017-01-22,358
2017-01-23,264
2017-01-24,315
2017-01-25,314
2017-01-26,222
2017-01-27,144
2017-01-28,185
2017-01-29,0
2017-01-30,158
2017-01-31,187
2017-02-01,227
2017-02-02,305
2017-02-03,320
2017-02-04,277
2017-02-05,231
2017-02-06,259
2017-02-07,166
2017-02-08,220
2017-02-09,210
2017-02-10,166
2017-02-11,179
2017-02-12,225
2017-02-13,205
2017-02-14,231
2017-02-15,208
2017-02-16,199
2017-02-17,175
2017-02-18,178
2017-02-19,181
2017-02-20,202
2017-02-21,195
2017-02-22,169
2017-02-23,172
2017-02-24,157
2017-02-25,169
2017-02-26,147
2017-02-27,174
2017-02-28,234
2017-03-01,201
2017-03-02,193
2017-03-03,155
2017-03-04,167
2017-03-05,177
2017-03-06,166
2017-03-07,194
2017-03-08,147
2017-03-09,143
2017-03-10,121
2017-03-11,128
2017-03-12,146
2017-03-13,151
2017-03-14,163
2017-03-15,180
2017-03-16,192
2017-03-17,173
2017-03-18,177
2017-03-19,175
2017-03-20,187
2017-03-21,196
2017-03-22,197
2017-03-23,0
2017-03-24,0
2017-03-25,0
2017-03-26,0
2017-03-27,0
2017-03-28,0
2017-03-29,0
2017-03-30,0
2017-03-31,0
2017-04-01,0
2017-04-02,0
2017-04-03,0
2017-04-04,0
2017-04-05,0
2017-04-06,0
2017-04-07,0
2017-04-08,0
2017-04-09,0
2017-04-10,0
2017-04-11,161
2017-04-12,186
2017-04-13,231
2017-04-14,254
2017-04-15,258
2017-04-16,234
2017-04-17,217
2017-04-18,243
2017-04-19,219
2017-04-20,207
2017-04-21,231
2017-04-22,0
2017-04-23,180
2017-04-24,175
2017-04-25,187
2017-04-26,156
2017-04-27,169
2017-04-28,149
2017-04-29,196
2017-04-30,174
2017-05-01,165
2017-05-02,200
2017-05-03,225
2017-05-04,197
2017-05-05,270
2017-05-06,223
2017-05-07,226
2017-05-08,264
2017-05-09,182
2017-05-10,184
2017-05-11,173
2017-05-12,299
2017-05-13,218
2017-05-14,191
2017-05-15,183
2017-05-16,222
2017-05-17,158
2017-05-18,175
2017-05-19,175
2017-05-20,191
2017-05-21,241
2017-05-22,203
2017-05-23,190
2017-05-24,185
2017-05-25,180
2017-05-26,190
2017-05-27,182
2017-05-28,136
2017-05-29,139
2017-05-30,176
2017-05-31,149
2017-06-01,173
2017-06-02,199
2017-06-03,212
2017-06-04,212
2017-06-05,176
2017-06-06,186
2017-06-07,145
2017-06-08,133
2017-06-09,209
2017-06-10,168
2017-06-11,143
2017-06-12,161
2017-06-13,152
2017-06-14,166
2017-06-15,190
2017-06-16,145
2017-06-17,136
2017-06-18,173
2017-06-19,162
2017-06-20,123
2017-06-21,147
2017-06-22,148
2017-06-23,149
2017-06-24,164
2017-06-25,167
2017-06-26,156
2017-06-27,150
2017-06-28,119
2017-06-29,117
2017-06-30,109
2017-07-01,122
2017-07-02,93
2017-07-03,140
2017-07-04,151
2017-07-05,154
2017-07-06,142
2017-07-07,132
2017-07-08,133
2017-07-09,149
2017-07-10,139
2017-07-11,124
2017-07-12,103
2017-07-13,107
2017-07-14,115
2017-07-15,123
2017-07-16,139
2017-07-17,128
2017-07-18,134
2017-07-19,149
2017-07-20,120
2017-07-21,102
2017-07-22,92
2017-07-23,99
2017-07-24,91
2017-07-25,107
2017-07-26,97
2017-07-27,105
2017-07-28,108
2017-07-29,115
2017-07-30,81
2017-07-31,80
2017-08-01,87
2017-08-02,108
2017-08-03,111
2017-08-04,136
2017-08-05,163
2017-08-06,172
2017-08-07,152
2017-08-08,128
2017-08-09,147
2017-08-10,149
2017-08-11,113
2017-08-12,105
2017-08-13,115
2017-08-14,132
2017-08-15,138
2017-08-16,131
2017-08-17,144
2017-08-18,148
2017-08-19,127
2017-08-20,110
2017-08-21,105
2017-08-22,131
2017-08-23,124
2017-08-24,111
2017-08-25,138
2017-08-26,134
2017-08-27,124
2017-08-28,95
2017-08-29,96
2017-08-30,98
2017-08-31,111
2017-09-01,77
2017-09-02,82
2017-09-03,100
2017-09-04,120
2017-09-05,98
2017-09-06,83
2017-09-07,0
2017-09-08,0
2017-09-09,154
2017-09-10,154
2017-09-11,164
2017-09-12,148
2017-09-13,161
2017-09-14,203
2017-09-15,174
2017-09-16,175
2017-09-17,161
2017-09-18,164
2017-09-19,181
2017-09-20,196
2017-09-21,152
2017-09-22,87
2017-09-23,79
2017-09-24,134
2017-09-25,163
2017-09-26,180
2017-09-27,185
2017-09-28,177
2017-09-29,186
2017-09-30,190
2017-10-01,187
2017-10-02,166
2017-10-03,175
2017-10-04,184
2017-10-05,179
2017-10-06,170
2017-10-07,190
2017-10-08,217
2017-10-09,224
2017-10-10,212
2017-10-11,193
2017-10-12,208
2017-10-13,219
2017-10-14,222
2017-10-15,247
2017-10-16,253
2017-10-17,239
2017-10-18,259
2017-10-19,308
2017-10-20,465
2017-10-21,321
2017-10-22,251
2017-10-23,248
2017-10-24,263
2017-10-25,288
2017-10-26,256
2017-10-27,260
2017-10-28,272
2017-10-29,269
2017-10-30,280
2017-10-31,284
2017-11-01,267
2017-11-02,232
2017-11-03,250
2017-11-04,290
2017-11-05,280
2017-11-06,254
2017-11-07,475
2017-11-08,617
2017-11-09,544
2017-11-10,395
2017-11-11,410
2017-11-12,474
2017-11-13,402
2017-11-14,336
2017-11-15,273
2017-11-16,265
2017-11-17,214
2017-11-18,205
2017-11-19,201
2017-11-20,249
2017-11-21,260
2017-11-22,251
2017-11-23,270
2017-11-24,259
2017-11-25,283
2017-11-26,310
2017-11-27,318
2017-11-28,284
2017-11-29,305
2017-11-30,320
2017-12-01,298
2017-12-02,310
2017-12-03,353
2017-12-04,362
2017-12-05,333
2017-12-06,221
2017-12-07,193
2017-12-08,216
2017-12-09,263
2017-12-10,312
2017-12-11,280
2017-12-12,183
2017-12-13,210
2017-12-14,201
2017-12-15,218
2017-12-16,173
2017-12-17,174
2017-12-18,195
2017-12-19,242
2017-12-20,333
2017-12-21,347
2017-12-22,231
2017-12-23,217
2017-12-24,296
2017-12-25,333
2017-12-26,275
2017-12-27,279
2017-12-28,325
2017-12-29,301
2017-12-30,329
2017-12-31,291
2018-01-01,351
2018-01-02,386
2018-01-03,289
2018-01-04,244
2018-01-05,282
2018-01-06,277
2018-01-07,248
2018-01-08,233
2018-01-09,266
2018-01-10,233
2018-01-11,223
2018-01-12,243
2018-01-13,272
2018-01-14,244
2018-01-15,257
2018-01-16,230
2018-01-17,300
2018-01-18,331
2018-01-19,311
2018-01-20,262
2018-01-21,248
2018-01-22,296
2018-01-23,225
2018-01-24,194
2018-01-25,180
2018-01-26,210
2018-01-27,242
2018-01-28,266
2018-01-29,245
2018-01-30,196
2018-01-31,193
2018-02-01,209
2018-02-02,213
2018-02-03,183
2018-02-04,200
2018-02-05,226
2018-02-06,220
2018-02-07,198
2018-02-08,262
2018-02-09,302
2018-02-10,294
2018-02-11,255
2018-02-12,154
2018-02-13,175
2018-02-14,156
2018-02-15,173
2018-02-16,209
2018-02-17,196
2018-02-18,207
2018-02-19,217
2018-02-20,258
2018-02-21,243
2018-02-22,230
2018-02-23,225
2018-02-24,240
2018-02-25,180
2018-02-26,157
2018-02-27,164
2018-02-28,212
2018-03-01,193
2018-03-02,201
2018-03-03,176
2018-03-04,154
2018-03-05,153
2018-03-06,148
2018-03-07,167
2018-03-08,191
2018-03-09,197
2018-03-10,153
2018-03-11,168
2018-03-12,194
2018-03-13,191
2018-03-14,175
2018-03-15,176
2018-03-16,169
2018-03-17,190
2018-03-18,118
2018-03-19,158
2018-03-20,172
2018-03-21,198
2018-03-22,156
2018-03-23,149
2018-03-24,155
2018-03-25,159
2018-03-26,176
2018-03-27,181
2018-03-28,164
2018-03-29,163
2018-03-30,181
2018-03-31,167
2018-04-01,150
2018-04-02,158
2018-04-03,166
