date,pm25
2020-01-01,450
2020-01-02,331
2020-01-03,238
2020-01-04,197
2020-01-05,175
2020-01-06,182
2020-01-07,160
2020-01-08,164
2020-01-09,155
2020-01-10,178
2020-01-11,190
2020-01-12,267
2020-01-13,230
2020-01-14,164
2020-01-15,159
2020-01-16,174
2020-01-17,163
2020-01-18,178
2020-01-19,173
2020-01-20,191
2020-01-21,225
2020-01-22,223
2020-01-23,129
2020-01-24,137
2020-01-25,196
2020-01-26,227
2020-01-27,212
2020-01-28,167
2020-01-29,135
2020-01-30,125
2020-01-31,150
2020-02-01,165
2020-02-02,171
2020-02-03,180
2020-02-04,227
2020-02-05,184
2020-02-06,167
2020-02-07,189
2020-02-08,203
2020-02-09,172
2020-02-10,219
2020-02-11,214
2020-02-12,216
2020-02-13,152
2020-02-14,133
2020-02-15,146
2020-02-16,184
2020-02-17,191
2020-02-18,176
2020-02-19,166
2020-02-20,156
2020-02-21,98
2020-02-22,132
2020-02-23,149
2020-02-24,134
2020-02-25,181
2020-02-26,191
2020-02-27,160
2020-02-28,149
2020-02-29,122
2020-03-01,97
2020-03-02,155
2020-03-03,136
2020-03-04,139
2020-03-05,74
2020-03-06,54
2020-03-07,103
2020-03-08,124
2020-03-09,124
2020-03-10,138
2020-03-11,111
2020-03-12,113
2020-03-13,129
2020-03-14,89
2020-03-15,109
2020-03-16,119
2020-03-17,120
2020-03-18,135
2020-03-19,142
2020-03-20,157
2020-03-21,134
2020-03-22,135
2020-03-23,112
2020-03-24,103
2020-03-25,75
2020-03-26,82
2020-03-27,65
2020-03-28,59
2020-03-29,77
2020-03-30,0
2020-03-31,0
2020-04-01,72
2020-04-02,63
2020-04-03,101
2020-04-04,105
2020-04-05,111
2020-04-06,177
2020-04-07,0
2020-04-08,0
2020-04-09,79
2020-04-10,135
2020-04-11,115
2020-04-12,103
2020-04-13,140
2020-04-14,103
2020-04-15,158
2020-04-16,137
2020-04-17,69
2020-04-18,65
2020-04-19,83
2020-04-20,106
2020-04-21,87
2020-04-22,129
2020-04-23,134
2020-04-24,129
2020-04-25,87
2020-04-26,106
2020-04-27,67
2020-04-28,91
2020-04-29,114
2020-04-30,107
2020-05-01,112
2020-05-02,83
2020-05-03,73
2020-05-04,69
2020-05-05,106
2020-05-06,124
2020-05-07,89
2020-05-08,106
2020-05-09,105
2020-05-10,93
2020-05-11,86
2020-05-12,84
2020-05-13,123
2020-05-14,96
2020-05-15,93
2020-05-16,140
2020-05-17,0
2020-05-18,131
2020-05-19,137
2020-05-20,114
2020-05-21,110
2020-05-22,127
2020-05-23,149
2020-05-24,104
2020-05-25,115
2020-05-26,104
2020-05-27,87
2020-05-28,111
2020-05-29,51
2020-05-30,51
2020-05-31,43
2020-06-01,80
2020-06-02,92
2020-06-03,88
2020-06-04,91
2020-06-05,65
2020-06-06,56
2020-06-07,70
2020-06-08,79
2020-06-09,107
2020-06-10,101
2020-06-11,95
2020-06-12,108
2020-06-13,95
2020-06-14,118
2020-06-15,87
2020-06-16,79
2020-06-17,63
2020-06-18,64
2020-06-19,112
2020-06-20,75
2020-06-21,71
2020-06-22,52
2020-06-23,48
2020-06-24,45
2020-06-25,54
2020-06-26,72
2020-06-27,104
2020-06-28,151
2020-06-29,97
2020-06-30,72
2020-07-01,91
2020-07-02,112
2020-07-03,111
2020-07-04,77
2020-07-05,61
2020-07-06,73
2020-07-07,47
2020-07-08,42
2020-07-09,65
2020-07-10,69
2020-07-11,62
2020-07-12,57
2020-07-13,99
2020-07-14,116
2020-07-15,90
2020-07-16,66
2020-07-17,77
2020-07-18,75
2020-07-19,48
2020-07-20,50
2020-07-21,34
2020-07-22,26
2020-07-23,47
2020-07-24,56
2020-07-25,59
2020-07-26,72
2020-07-27,73
2020-07-28,62
2020-07-29,59
2020-07-30,47
2020-07-31,65
2020-08-01,65
2020-08-02,55
2020-08-03,56
2020-08-04,52
2020-08-05,58
2020-08-06,48
2020-08-07,46
2020-08-08,80
2020-08-09,54
2020-08-10,48
2020-08-11,76
2020-08-12,62
2020-08-13,28
2020-08-14,27
2020-08-15,0
2020-08-16,0
2020-08-17,0
2020-08-18,24
2020-08-19,39
2020-08-20,38
2020-08-21,47
2020-08-22,45
2020-08-23,0
2020-08-24,0
2020-08-25,46
2020-08-26,47
2020-08-27,49
2020-08-28,61
2020-08-29,96
2020-08-30,91
2020-08-31,0
2020-09-01,39
2020-09-02,47
2020-09-03,59
2020-09-04,70
2020-09-05,60
2020-09-06,61
2020-09-07,89
2020-09-08,68
2020-09-09,105
2020-09-10,106
2020-09-11,130
2020-09-12,0
2020-09-13,190
2020-09-14,165
2020-09-15,149
2020-09-16,153
2020-09-17,122
2020-09-18,104
2020-09-19,138
2020-09-20,150
2020-09-21,147
2020-09-22,98
